ID	padj	P.Value	lfcSE	stat	logFC	baseMean	Gene.symbol	Gene.title	Updated.gene.symbol	Updated.gene.title	Retained.original
5000	0.583718	0.305	0.0552	1.02617	0.0566546	1514.18	ORC4	origin recognition complex subunit 4	ORC4	origin recognition complex subunit 4	FALSE
5001	0.250625	0.0433	0.0466	-2.020822	-0.0942566	460.73	ORC5	origin recognition complex subunit 5	ORC5	origin recognition complex subunit 5	FALSE
23594	0.393804	0.128	0.1275	-1.520815	-0.1939068	90.45	ORC6	origin recognition complex subunit 6	ORC6	origin recognition complex subunit 6	FALSE
5004	0.763121	0.545	0.3314	0.605996	0.2008557	41.79	ORM1	orosomucoid 1	ORM1	orosomucoid 1	FALSE
5005	0.844887	0.684	0.1823	0.407186	0.0742327	69.09	ORM2	orosomucoid 2	ORM2	orosomucoid 2	FALSE
94101	0.945492	0.88	0.0515	-0.151089	-0.0077841	1651.15	ORMDL1	ORMDL sphingolipid biosynthesis regulator 1	ORMDL1	ORMDL sphingolipid biosynthesis regulator 1	FALSE
29095	0.124526	0.00499	0.0627	-2.807736	-0.1759284	1833.94	ORMDL2	ORMDL sphingolipid biosynthesis regulator 2	ORMDL2	ORMDL sphingolipid biosynthesis regulator 2	FALSE
94103	0.156063	0.0111	0.0767	-2.538824	-0.1948387	3312.48	ORMDL3	ORMDL sphingolipid biosynthesis regulator 3	ORMDL3	ORMDL sphingolipid biosynthesis regulator 3	FALSE
10956	0.114047	0.00383	0.0493	-2.892241	-0.1424833	10209.95	OS9	OS9 endoplasmic reticulum lectin	OS9	OS9 endoplasmic reticulum lectin	FALSE
5007	0.436622	0.164	0.0442	-1.391313	-0.0615308	2978.39	OSBP	oxysterol binding protein	OSBP	oxysterol binding protein	FALSE
23762	0.156605	0.0114	0.0875	-2.53015	-0.2212792	270.75	OSBP2	oxysterol binding protein 2	OSBP2	oxysterol binding protein 2	FALSE
114884	0.258541	0.0465	0.1068	-1.990799	-0.2127021	744.49	OSBPL10	oxysterol binding protein like 10	OSBPL10	oxysterol binding protein like 10	FALSE
114885	0.965807	0.923	0.0648	-0.096302	-0.0062399	615.87	OSBPL11	oxysterol binding protein like 11	OSBPL11	oxysterol binding protein like 11	FALSE
114876	0.923383	0.83	0.0828	-0.214312	-0.0177405	1069.97	OSBPL1A	oxysterol binding protein like 1A	OSBPL1A	oxysterol binding protein like 1A	FALSE
9885	0.279022	0.056	0.0489	-1.911051	-0.0934063	2926.45	OSBPL2	oxysterol binding protein like 2	OSBPL2	oxysterol binding protein like 2	FALSE
26031	0.273647	0.0527	0.0849	1.937182	0.1644675	2507.93	OSBPL3	oxysterol binding protein like 3	OSBPL3	oxysterol binding protein like 3	FALSE
114879	0.925826	0.836	0.0954	-0.207368	-0.019776	1146.94	OSBPL5	oxysterol binding protein like 5	OSBPL5	oxysterol binding protein like 5	FALSE
114880	0.166275	0.0136	0.2434	2.468239	0.600866	2553.5	OSBPL6	oxysterol binding protein like 6	OSBPL6	oxysterol binding protein like 6	FALSE
114881	0.240063	0.0388	0.1507	-2.065847	-0.3112771	1480.57	OSBPL7	oxysterol binding protein like 7	OSBPL7	oxysterol binding protein like 7	FALSE
114882	0.558878	0.279	0.0703	1.083594	0.0761527	1340.03	OSBPL8	oxysterol binding protein like 8	OSBPL8	oxysterol binding protein like 8	FALSE
114883	0.803217	0.609	0.0602	-0.51161	-0.0308066	2226.04	OSBPL9	oxysterol binding protein like 9	OSBPL9	oxysterol binding protein like 9	FALSE
126014	0.601077	0.323	0.3519	0.988867	0.3480094	151.55	OSCAR	osteoclast associated Ig-like receptor	OSCAR	osteoclast associated Ig-like receptor	FALSE
127700	0.376395	0.115	0.12	1.574823	0.1890316	4858.73	OSCP1	organic solute carrier partner 1	OSCP1	organic solute carrier partner 1	FALSE
51526	0.242341	0.0401	0.0926	-2.052352	-0.1899728	1980.22	OSER1	oxidative stress responsive serine rich 1	OSER1	oxidative stress responsive serine rich 1	FALSE
100505783	0.972616	0.939	0.0958	-0.076905	-0.0073694	345.76	OSER1-DT	OSER1 divergent transcript	OSER1-DT	OSER1 divergent transcript	FALSE
55644	0.170907	0.0145	0.0361	2.443469	0.08811	983.33	OSGEP	O-sialoglycoprotein endopeptidase	OSGEP	O-sialoglycoprotein endopeptidase	FALSE
64172	0.484587	0.206	0.063	1.265152	0.0797283	244.37	OSGEPL1	O-sialoglycoprotein endopeptidase like 1	OSGEPL1	O-sialoglycoprotein endopeptidase like 1	FALSE
101409258	0.439496	0.167	0.1395	1.382056	0.1928369	12.23	OSGEPL1-AS1	OSGEPL1 antisense RNA 1	OSGEPL1-AS1	OSGEPL1 antisense RNA 1	FALSE
29948	0.424332	0.154	0.2681	1.426645	0.3824774	938.16	OSGIN1	oxidative stress induced growth inhibitor 1	OSGIN1	oxidative stress induced growth inhibitor 1	FALSE
734	0.867687	0.725	0.0632	0.35155	0.0222073	948.34	OSGIN2	oxidative stress induced growth inhibitor family member 2	OSGIN2	oxidative stress induced growth inhibitor family member 2	FALSE
5008	0.174579	0.0155	0.6046	2.420453	1.4633929	205.78	OSM	oncostatin M	OSM	oncostatin M	FALSE
9180	0.880957	0.75	0.15	-0.318873	-0.047831	765.71	OSMR	oncostatin M receptor	OSMR	oncostatin M receptor	FALSE
101929768	0.423218	0.153	0.1858	1.430669	0.2658562	9.43	OSMR-DT	OSMR divergent transcript	OSMR-DT	OSMR divergent transcript	FALSE
130497	0.660159	0.398	0.1562	-0.844514	-0.1319203	73.75	OSR1	odd-skipped related transcription factor 1	OSR1	odd-skipped related transcription factor 1	FALSE
116039	0.22589	0.0334	0.1739	-2.127052	-0.3698223	152.88	OSR2	odd-skipped related transciption factor 2	OSR2	odd-skipped related transciption factor 2	FALSE
100128731	0.118982	0.00445	0.09	-2.844032	-0.2559958	2491.84	OST4	oligosaccharyltransferase complex subunit 4, non-catalytic	OST4	oligosaccharyltransferase complex subunit 4, non-catalytic	FALSE
58505	0.117949	0.00436	0.1007	-2.850694	-0.2871587	1913.12	OSTC	oligosaccharyltransferase complex non-catalytic subunit	OSTC	oligosaccharyltransferase complex non-catalytic subunit	FALSE
26578	0.140687	0.00811	0.1003	-2.647431	-0.2656539	1483.23	OSTF1	osteoclast stimulating factor 1	OSTF1	osteoclast stimulating factor 1	FALSE
28962	0.609904	0.332	0.0695	0.970661	0.0674422	735.92	OSTM1	osteoclastogenesis associated transmembrane protein 1	OSTM1	osteoclastogenesis associated transmembrane protein 1	FALSE
9381	0.682913	0.429	0.3605	0.791284	0.2852696	13.17	OTOF	otoferlin	OTOF	otoferlin	FALSE
55611	0.480129	0.202	0.061	-1.275228	-0.0777409	4254.35	OTUB1	OTU deubiquitinase, ubiquitin aldehyde binding 1	OTUB1	OTU deubiquitinase, ubiquitin aldehyde binding 1	FALSE
78990	0.403186	0.135	0.1255	-1.493356	-0.1873633	93.01	OTUB2	OTU deubiquitinase, ubiquitin aldehyde binding 2	OTUB2	OTU deubiquitinase, ubiquitin aldehyde binding 2	FALSE
220213	0.702426	0.453	0.1754	-0.750623	-0.1316313	1646.67	OTUD1	OTU deubiquitinase 1	OTUD1	OTU deubiquitinase 1	FALSE
23252	0.27524	0.0538	0.0568	1.928471	0.1095186	544.82	OTUD3	OTU deubiquitinase 3	OTUD3	OTU deubiquitinase 3	FALSE
54726	0.519843	0.237	0.0924	1.181706	0.109198	2640.3	OTUD4	OTU deubiquitinase 4	OTUD4	OTU deubiquitinase 4	FALSE
55593	0.78363	0.575	0.0477	-0.560642	-0.0267427	3080.19	OTUD5	OTU deubiquitinase 5	OTUD5	OTU deubiquitinase 5	FALSE
51633	0.911179	0.805	0.0777	-0.247262	-0.0192073	339.2	OTUD6B	OTU deubiquitinase 6B	OTUD6B	OTU deubiquitinase 6B	FALSE
100506365	0.390082	0.125	0.0638	1.532939	0.097858	1108.25	OTUD6B-AS1	OTUD6B antisense RNA 1 (head to head)	OTUD6B-AS1	OTUD6B antisense RNA 1 (head to head)	FALSE
161725	0.465355	0.189	0.1323	1.313484	0.1737374	39.11	OTUD7A	OTU deubiquitinase 7A	OTUD7A	OTU deubiquitinase 7A	FALSE
56957	0.512287	0.23	0.0536	-1.199868	-0.0643611	1852.61	OTUD7B	OTU deubiquitinase 7B	OTUD7B	OTU deubiquitinase 7B	FALSE
90268	0.606994	0.329	0.0526	-0.976723	-0.0514013	869.3	OTULIN	OTU deubiquitinase with linear linkage specificity	OTULIN	OTU deubiquitinase with linear linkage specificity	FALSE
54491	0.938804	0.863	0.1235	-0.171947	-0.0212275	179.98	OTULINL	OTU deubiquitinase with linear linkage specificity like	OTULINL	OTU deubiquitinase with linear linkage specificity like	FALSE
5013	0.432998	0.162	0.0751	-1.39892	-0.1050183	1819.63	OTX1	orthodenticle homeobox 1	OTX1	orthodenticle homeobox 1	FALSE
124641	0.349725	0.0978	0.0763	-1.655716	-0.1263105	825.62	OVCA2	OVCA2 serine hydrolase domain containing	OVCA2	OVCA2 serine hydrolase domain containing	FALSE
341277	0.369661	0.11	0.1686	1.597019	0.2692457	28.46	OVCH2	ovochymase 2	OVCH2	ovochymase 2	FALSE
5016	0.490779	0.212	0.1335	1.249425	0.166841	413.47	OVGP1	oviductal glycoprotein 1	OVGP1	oviductal glycoprotein 1	FALSE
5017	0.345573	0.0947	0.2327	-1.671208	-0.3889134	312.71	OVOL1	ovo like transcriptional repressor 1	OVOL1	ovo like transcriptional repressor 1	FALSE
58495	0.387178	0.123	0.0753	-1.543463	-0.1162205	834.63	OVOL2	ovo like zinc finger 2	OVOL2	ovo like zinc finger 2	FALSE
728361	0.90439	0.793	0.1633	-0.262849	-0.0429318	13.09	OVOL3	ovo like zinc finger 3	OVOL3	ovo like zinc finger 3	FALSE
144203	0.633708	0.362	0.2265	-0.911032	-0.2063816	33.13	OVOS2	alpha-2-macroglobulin like 1 pseudogene	OVOS2	alpha-2-macroglobulin like 1 pseudogene	FALSE
5018	0.190669	0.02	0.0427	-2.325788	-0.0992962	3483.96	OXA1L	OXA1L mitochondrial inner membrane protein	OXA1L	OXA1L mitochondrial inner membrane protein	FALSE
105370404	0.573	0.293	0.221	1.051713	0.2324797	8.44	OXA1L-DT	OXA1L divergent transcript	OXA1L-DT	OXA1L divergent transcript	FALSE
5019	0.373036	0.112	0.09	-1.587353	-0.1428214	1170.41	OXCT1	3-oxoacid CoA-transferase 1	OXCT1	3-oxoacid CoA-transferase 1	FALSE
100874002	0.493318	0.214	0.1113	-1.242686	-0.1383027	26.4	OXCT1-AS1	OXCT1 antisense RNA 1	OXCT1-AS1	OXCT1 antisense RNA 1	FALSE
64064	0.691856	0.44	0.1645	0.771464	0.1268762	9.23	OXCT2	3-oxoacid CoA-transferase 2	OXCT2	3-oxoacid CoA-transferase 2	FALSE
165140	0.307031	0.0708	0.1676	1.806844	0.3028715	60.75	OXER1	oxoeicosanoid receptor 1	OXER1	oxoeicosanoid receptor 1	FALSE
27199	0.588203	0.31	0.193	-1.015852	-0.1961004	105.33	OXGR1	oxoglutarate receptor 1	OXGR1	oxoglutarate receptor 1	FALSE
339229	0.417942	0.147	0.0804	-1.450242	-0.1166444	1168.74	OXLD1	oxidoreductase like domain containing 1	OXLD1	oxidoreductase like domain containing 1	FALSE
92106	0.979875	0.956	0.0497	-0.055231	-0.0027433	716.02	OXNAD1	oxidoreductase NAD binding domain containing 1	OXNAD1	oxidoreductase NAD binding domain containing 1	FALSE
55074	0.57985	0.3	0.0907	1.035623	0.093956	1399.34	OXR1	oxidation resistance 1	OXR1	oxidation resistance 1	FALSE
105375700	0.568719	0.288	0.126	1.061559	0.1338065	33.71	OXR1-AS1	OXR1 antisense RNA 1	OXR1-AS1	OXR1 antisense RNA 1	FALSE
54995	0.335462	0.0877	0.0524	-1.707768	-0.089496	427.74	OXSM	3-oxoacyl-ACP synthase, mitochondrial	OXSM	3-oxoacyl-ACP synthase, mitochondrial	FALSE
9943	0.845335	0.685	0.0964	-0.406011	-0.0391335	1287.8	OXSR1	oxidative stress responsive kinase 1	OXSR1	oxidative stress responsive kinase 1	FALSE
5021	0.426513	0.156	0.281	1.419394	0.3989013	2185.93	OXTR	oxytocin receptor	OXTR	oxytocin receptor	FALSE
5023	0.394745	0.129	0.2971	1.517128	0.4507863	66.04	P2RX1	purinergic receptor P2X 1	P2RX1	purinergic receptor P2X 1	FALSE
5024	0.874053	0.736	0.235	0.33709	0.0792223	11.91	P2RX3	purinergic receptor P2X 3	P2RX3	purinergic receptor P2X 3	FALSE
5025	0.305409	0.0698	0.1154	-1.813029	-0.2093124	788.68	P2RX4	purinergic receptor P2X 4	P2RX4	purinergic receptor P2X 4	FALSE
5026	0.941705	0.871	0.3819	-0.162447	-0.0620452	31.07	P2RX5	purinergic receptor P2X 5	P2RX5	purinergic receptor P2X 5	FALSE
100533970	0.371262	0.112	0.0902	-1.591178	-0.1435196	2121	P2RX5-TAX1BP3	P2RX5-TAX1BP3 readthrough (NMD candidate)	P2RX5-TAX1BP3	P2RX5-TAX1BP3 readthrough (NMD candidate)	FALSE
9127	0.542913	0.263	0.1903	1.11894	0.2129595	255.37	P2RX6	purinergic receptor P2X 6	P2RX6	purinergic receptor P2X 6	FALSE
440799	0.705747	0.458	0.2374	0.741805	0.1760851	12.82	P2RX6P	purinergic receptor P2X 6 pseudogene	P2RX6P	purinergic receptor P2X 6 pseudogene	FALSE
5027	0.420516	0.15	0.2324	1.440234	0.3347432	56.87	P2RX7	purinergic receptor P2X 7	P2RX7	purinergic receptor P2X 7	FALSE
5028	0.208637	0.0265	0.1362	-2.218837	-0.3022221	331.13	P2RY1	purinergic receptor P2Y1	P2RY1	purinergic receptor P2Y1	FALSE
27334	0.520387	0.238	0.2871	1.180328	0.3388332	45.7	P2RY10	P2Y receptor family member 10	P2RY10	P2Y receptor family member 10	FALSE
5032	0.962053	0.915	0.095	0.106453	0.0101101	617.43	P2RY11	purinergic receptor P2Y11	P2RY11	purinergic receptor P2Y11	FALSE
53829	0.436319	0.164	0.3763	1.392143	0.523879	116.27	P2RY13	purinergic receptor P2Y13	P2RY13	purinergic receptor P2Y13	FALSE
9934	0.256183	0.0456	0.3617	1.998663	0.7230048	16.14	P2RY14	purinergic receptor P2Y14	P2RY14	purinergic receptor P2Y14	FALSE
5029	0.72026	0.478	0.1208	-0.709744	-0.0857683	2382.6	P2RY2	purinergic receptor P2Y2	P2RY2	purinergic receptor P2Y2	FALSE
5031	0.616806	0.341	0.3107	-0.951589	-0.2956888	109.23	P2RY6	pyrimidinergic receptor P2Y6	P2RY6	pyrimidinergic receptor P2Y6	FALSE
286530	0.942327	0.873	0.2728	0.159833	0.0436003	44.39	P2RY8	P2Y receptor family member 8	P2RY8	P2Y receptor family member 8	FALSE
64175	0.130989	0.00622	0.0875	-2.735954	-0.2394	571.01	P3H1	prolyl 3-hydroxylase 1	P3H1	prolyl 3-hydroxylase 1	FALSE
55214	0.014625	1.03e-05	0.3239	-4.41028	-1.4285965	99.39	P3H2	prolyl 3-hydroxylase 2	P3H2	prolyl 3-hydroxylase 2	FALSE
10536	0.45813	0.183	0.1502	-1.33229	-0.2001741	410.18	P3H3	prolyl 3-hydroxylase 3	P3H3	prolyl 3-hydroxylase 3	FALSE
10609	0.202701	0.0243	0.1052	-2.251737	-0.2368276	292.03	P3H4	prolyl 3-hydroxylase family member 4 (inactive)	P3H4	prolyl 3-hydroxylase family member 4 (inactive)	FALSE
110117499	0.398984	0.133	0.0767	-1.503243	-0.1152827	2406.35	P3R3URF-PIK3R3	P3R3URF-PIK3R3 readthrough	P3R3URF-PIK3R3	P3R3URF-PIK3R3 readthrough	FALSE
5033	0.828234	0.653	0.0832	0.449524	0.0373917	1578.92	P4HA1	prolyl 4-hydroxylase subunit alpha 1	P4HA1	prolyl 4-hydroxylase subunit alpha 1	FALSE
8974	0.776044	0.562	0.0857	0.579453	0.0496747	1726.48	P4HA2	prolyl 4-hydroxylase subunit alpha 2	P4HA2	prolyl 4-hydroxylase subunit alpha 2	FALSE
100861518	0.666948	0.406	0.0847	0.830375	0.0703535	182.9	P4HA2-AS1	P4HA2 antisense RNA 1	P4HA2-AS1	P4HA2 antisense RNA 1	FALSE
283208	0.927414	0.84	0.2865	0.202527	0.0580197	35.01	P4HA3	prolyl 4-hydroxylase subunit alpha 3	P4HA3	prolyl 4-hydroxylase subunit alpha 3	FALSE
5034	0.068985	0.000692	0.1132	-3.392678	-0.3839008	23621.62	P4HB	prolyl 4-hydroxylase subunit beta	P4HB	prolyl 4-hydroxylase subunit beta	FALSE
54681	0.645025	0.378	0.0801	0.881836	0.0706456	5691.1	P4HTM	prolyl 4-hydroxylase, transmembrane	P4HTM	prolyl 4-hydroxylase, transmembrane	FALSE
5036	0.343402	0.0931	0.0459	-1.679135	-0.0770368	3331.17	PA2G4	proliferation-associated 2G4	PA2G4	proliferation-associated 2G4	FALSE
647033	0.501233	0.22	0.0833	-1.226877	-0.1021634	70.18	PA2G4P4	proliferation-associated 2G4 pseudogene 4	PA2G4P4	proliferation-associated 2G4 pseudogene 4	FALSE
80227	0.968746	0.93	0.0622	0.087737	0.0054547	897.34	PAAF1	proteasomal ATPase associated factor 1	PAAF1	proteasomal ATPase associated factor 1	FALSE
116224	0.243564	0.0407	0.0485	2.04701	0.099269	1153.94	PABIR1	PP2A Aalpha (PPP2R1A) and B55A (PPP2R2A) interacting phosphatase regulator 1	PABIR1	PP2A Aalpha (PPP2R1A) and B55A (PPP2R2A) interacting phosphatase regulator 1	FALSE
159090	0.670759	0.412	0.0427	-0.820642	-0.0350195	959.59	PABIR2	PABIR family member 2	PABIR2	PABIR family member 2	FALSE
159091	0.369892	0.111	0.0842	-1.59547	-0.1343602	146.65	PABIR3	PABIR family member 3	PABIR3	PABIR family member 3	FALSE
26986	0.851934	0.698	0.0569	-0.388107	-0.0220756	20589.37	PABPC1	poly(A) binding protein cytoplasmic 1	PABPC1	poly(A) binding protein cytoplasmic 1	FALSE
80336	0.902397	0.788	0.1365	0.269474	0.0367898	1141.8	PABPC1L	poly(A) binding protein cytoplasmic 1 like	PABPC1L	poly(A) binding protein cytoplasmic 1 like	FALSE
5042	0.888401	0.763	0.0777	-0.30168	-0.0234496	55.93	PABPC3	poly(A) binding protein cytoplasmic 3	PABPC3	poly(A) binding protein cytoplasmic 3	FALSE
8761	0.23773	0.0378	0.0607	-2.076597	-0.1259718	3718.09	PABPC4	poly(A) binding protein cytoplasmic 4	PABPC4	poly(A) binding protein cytoplasmic 4	FALSE
101929516	0.171193	0.0147	0.0728	-2.439412	-0.1776931	324.27	PABPC4-AS1	PABPC4 antisense RNA 1	PABPC4-AS1	PABPC4 antisense RNA 1	FALSE
8106	0.62577	0.352	0.058	-0.930714	-0.0539892	3247.65	PABPN1	poly(A) binding protein nuclear 1	PABPN1	poly(A) binding protein nuclear 1	FALSE
55248	0.156359	0.0113	0.1226	-2.53405	-0.3105896	149.72	PACC1	proton activated chloride channel 1	PACC1	proton activated chloride channel 1	FALSE
135138	0.373052	0.112	0.1306	1.58721	0.2072251	2729.08	PACRG	parkin coregulated	PACRG	parkin coregulated	FALSE
285796	0.799026	0.601	0.1711	0.523429	0.089577	27.97	PACRG-AS1	PACRG antisense RNA 1	PACRG-AS1	PACRG antisense RNA 1	FALSE
133015	0.59851	0.32	0.0771	0.99377	0.0765936	1054.5	PACRGL	parkin coregulated like	PACRGL	parkin coregulated like	FALSE
55690	0.90184	0.787	0.1228	-0.270769	-0.0332438	2451.9	PACS1	phosphofurin acidic cluster sorting protein 1	PACS1	phosphofurin acidic cluster sorting protein 1	FALSE
23241	0.568719	0.288	0.0673	1.061604	0.0714086	2297.63	PACS2	phosphofurin acidic cluster sorting protein 2	PACS2	phosphofurin acidic cluster sorting protein 2	FALSE
29993	0.787495	0.581	0.3224	0.551849	0.1779049	177.81	PACSIN1	protein kinase C and casein kinase substrate in neurons 1	PACSIN1	protein kinase C and casein kinase substrate in neurons 1	FALSE
11252	0.704963	0.457	0.0572	-0.744503	-0.0425509	4017.38	PACSIN2	protein kinase C and casein kinase substrate in neurons 2	PACSIN2	protein kinase C and casein kinase substrate in neurons 2	FALSE
29763	0.095341	0.00218	0.1355	-3.065079	-0.4151986	1282.77	PACSIN3	protein kinase C and casein kinase substrate in neurons 3	PACSIN3	protein kinase C and casein kinase substrate in neurons 3	FALSE
29943	0.092417	0.00196	0.3927	-3.096195	-1.2160144	624.83	PADI1	peptidyl arginine deiminase 1	PADI1	peptidyl arginine deiminase 1	FALSE
11240	0.423137	0.152	0.3221	1.431586	0.4610682	253.53	PADI2	peptidyl arginine deiminase 2	PADI2	peptidyl arginine deiminase 2	FALSE
51702	0.540624	0.26	0.2916	1.125747	0.3283118	203.9	PADI3	peptidyl arginine deiminase 3	PADI3	peptidyl arginine deiminase 3	FALSE
23569	0.439385	0.167	0.5079	1.382935	0.7024	22.26	PADI4	peptidyl arginine deiminase 4	PADI4	peptidyl arginine deiminase 4	FALSE
54623	0.923219	0.829	0.056	0.215506	0.012059	3289.85	PAF1	PAF1 homolog, Paf1/RNA polymerase II complex component	PAF1	PAF1 homolog, Paf1/RNA polymerase II complex component	FALSE
5048	0.601108	0.323	0.0339	0.988742	0.0335343	5662.12	PAFAH1B1	platelet activating factor acetylhydrolase 1b regulatory subunit 1	PAFAH1B1	platelet activating factor acetylhydrolase 1b regulatory subunit 1	FALSE
5049	0.669336	0.409	0.0398	-0.825448	-0.0328435	2623.24	PAFAH1B2	platelet activating factor acetylhydrolase 1b catalytic subunit 2	PAFAH1B2	platelet activating factor acetylhydrolase 1b catalytic subunit 2	FALSE
5050	0.686397	0.434	0.0627	-0.782941	-0.0491146	494.7	PAFAH1B3	platelet activating factor acetylhydrolase 1b catalytic subunit 3	PAFAH1B3	platelet activating factor acetylhydrolase 1b catalytic subunit 3	FALSE
5051	0.144823	0.00894	0.0616	-2.614525	-0.1610631	918.28	PAFAH2	platelet activating factor acetylhydrolase 2	PAFAH2	platelet activating factor acetylhydrolase 2	FALSE
55824	0.417658	0.147	0.2705	1.451064	0.3925329	204.07	PAG1	phosphoprotein membrane anchor with glycosphingolipid microdomains 1	PAG1	phosphoprotein membrane anchor with glycosphingolipid microdomains 1	FALSE
90737	0.867616	0.725	0.2347	0.351913	0.0826024	31.35	PAGE5	PAGE family member 5	PAGE5	PAGE family member 5	FALSE
79447	0.443006	0.17	0.0483	-1.372095	-0.0662945	1323.52	PAGR1	PAXIP1 associated glutamate rich protein 1	PAGR1	PAXIP1 associated glutamate rich protein 1	FALSE
10606	0.962786	0.917	0.0604	-0.104293	-0.0063	1913.61	PAICS	phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase	PAICS	phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase	FALSE
10605	0.470267	0.193	0.06	-1.300766	-0.0779972	1878.35	PAIP1	poly(A) binding protein interacting protein 1	PAIP1	poly(A) binding protein interacting protein 1	FALSE
51247	0.423397	0.153	0.0652	1.430236	0.0932669	3392.78	PAIP2	poly(A) binding protein interacting protein 2	PAIP2	poly(A) binding protein interacting protein 2	FALSE
400961	0.204023	0.0249	0.1327	2.242829	0.2975732	1038.51	PAIP2B	poly(A) binding protein interacting protein 2B	PAIP2B	poly(A) binding protein interacting protein 2B	FALSE
5058	0.462061	0.186	0.045	1.323333	0.0595997	4073.84	PAK1	p21 (RAC1) activated kinase 1	PAK1	p21 (RAC1) activated kinase 1	FALSE
55003	0.678022	0.422	0.0809	-0.802644	-0.0649426	455.38	PAK1IP1	PAK1 interacting protein 1	PAK1IP1	PAK1 interacting protein 1	FALSE
5062	0.735804	0.502	0.0469	0.672027	0.0315128	2939.83	PAK2	p21 (RAC1) activated kinase 2	PAK2	p21 (RAC1) activated kinase 2	FALSE
5063	0.254277	0.0451	0.2199	2.00362	0.4404972	16.45	PAK3	p21 (RAC1) activated kinase 3	PAK3	p21 (RAC1) activated kinase 3	FALSE
10298	0.807823	0.618	0.0713	0.499215	0.0356114	1816.72	PAK4	p21 (RAC1) activated kinase 4	PAK4	p21 (RAC1) activated kinase 4	FALSE
57144	0.652749	0.388	0.2111	0.86239	0.1820908	20.72	PAK5	p21 (RAC1) activated kinase 5	PAK5	p21 (RAC1) activated kinase 5	FALSE
56924	0.894786	0.775	0.0882	0.286357	0.0252438	456.95	PAK6	p21 (RAC1) activated kinase 6	PAK6	p21 (RAC1) activated kinase 6	FALSE
644809	0.962283	0.916	0.1291	0.105701	0.0136422	61.09	PAK6-AS1	PAK6 antisense RNA 1	PAK6-AS1	PAK6 antisense RNA 1	FALSE
79728	0.340841	0.0912	0.0689	-1.689241	-0.1164665	358.68	PALB2	partner and localizer of BRCA2	PALB2	partner and localizer of BRCA2	FALSE
27143	0.813172	0.627	0.2306	0.485799	0.1120343	118.29	PALD1	phosphatase domain containing paladin 1	PALD1	phosphatase domain containing paladin 1	FALSE
23022	0.946417	0.882	0.083	-0.147966	-0.0122779	2097.94	PALLD	palladin, cytoskeletal associated protein	PALLD	palladin, cytoskeletal associated protein	FALSE
